tweet,sentiment
IS THAT THE SAILSCLERK FROM NEO YOKIO,1
His mouth werent moving when he said ok I get it,1
Too bad the Coronavirus closed cinemas,0
first pixar movie to have the main character get fuckin murdered onscreen,1
Yeah no just 187k view in 2 week  they will not resume the production of soul,1
How to die fall into the sewer even though its probably 5 feet deep,1
WHAT THEY CANT EAT what a hard world,1
I feel like his death was treated too much as a joke,1
109 Can someone please tell me whos this voice actor His voice sounds so familiar,1
sadbutrelievedfaceanxiousfacewithsweatanxiousfacewithsweat,1
I feel like why would God have a way for a full professed person have a way to the great before what,1
Super,2
When you die because Corona virus,1
Is that the gunga ginga person singing in the background,1
This movie is like one from the disneys,1
044 when it is time to hand in tests,1
Big smoke finally lost some weight,1
When you die in Mexico Coco  you live in another world until you are forgotten When you die in America this happens Why I am feeling that the Karens from Facebook will try to shut down the movie because of their vision of the afterlife,1
Dude are u saying that i have eye problems in death and in life,1
The counts off Huh,1
Dont know why they just dont call it heaven in the film instead of the great beyond trying to stay away from the religious stuff huh not good,1
This made the movie really dark,1
Why couldnt the part where hes actually alive be a plot twist in the movie Why show it now,1
They literally just advertised the whole movie,1
Me OK OK movie seems niceHeard word QUIRK me hold up,1
I want to see soul,2
Is living worth dying for Ooooohhexplodinghead really hard to answer,1
I keep watching this its my 5th time,1
if dis delayed,1
I want to make a joke buts its about a certain pandemic,1
oh well im ready to cry the shit outta myself,1
109 the actor of onion from Apple and onion,1
Kino means movie,1
153 there is a cat in his lap 22 has the attitude of a cat,1
That girl soul is the unfunniest character i have ever seen,0
I wonder whats with the choir singing,1
Was that Richard Ayoade Sending souls to earth,1
Perfect cartoon,1
Did anyone heard the OOF   from the beginning,1
To be honest with you this actually looks like a pretty good movie,2
What the hell is that Pixars movie gotten weird Theres no way my soul will be like that after died,1
THIS LOOKS GOOD,2
pretty sure this trailer just showd us the entire movie,1
A much more interesting trailer than the first one,2
Prepare yourself for an onion ninjas massive attack,1
Those 48 dislikers should have never been born,1
The ghost of duke Ellington the movie,1
anybody know the song used here,1
Another oskarmovie,1
how did they fuck up hitlers soul sooo bad grimacingface,0
Shang Tsung favorite movie,1
What is song named,1
They Princess  The Frog this movie,1
I better start stocking up on tissues cuz this is going to be yet another blubberfest,1
I like the idea of it but hopefully it will be better than Inside Out,2
Hey guys what movie idea you guys got Death related Awsome make that a movie,2
I knew it,1
Yesss this looks so trippy Cant wait to watch this on psychedelics lmao,1
A Soul for a Soul This does put a smile on my face,1
Ok but when this movie comes out there will most likely be a lockdown for the coranavirus,1
blueheartblueheartblueheart,1
Hmmmm Finally an original ish idea from Disney,2
I hear onions voice form apple  onion,1
Another soulful movie by Disney and PixarI cant wait to see this one,2
from the makers of inside out coco Im pretty sure this will make me cryagain,2
Bruh the only reason Im seeing this is Daveed Diggs,1
when kids see this movie they will be more confused about the afterlife,1
i see mortals are getting closer to the great truth,1
This reminds me so much of the story mode for the ps4 exclusive dreams Ironic right Lol,1
I have a theoryBefore Joe taught music in New York he came from a school in San Francisco where a young student with five emotions just recently moved in,1
Alright this looks amazing,2
Nothing like having the whole movie spoiled by a trailer,0
This is so sad He cant taste or smell pizza,1
I think that soul girl will be his daughter Im just guessing,1
Interesting trailer,2
number 1 rule of animation movieif your main character is black then have them for the majority of the film as other thing,1
Thats not how soul works After death the Soul enters after life and immediately shifts into another body that is when baby is born It all happens in a second,1
Although better than the first trailer but I still think they should have focused more on the real life story or just specificity be about that,1
Please No more trailers This movie looks awesome,2
Oof,1
Based on Inside Out Pixar going deep is a cause for celebration This could be stunning,2
Amazing,2
I like the second trailer for Soul and it is alright,2
As a person puts on new garments giving up old ones the soul similarly accepts new material bodies giving up the old and useless ones,1
Guys I just watched soul for free,1
Story looks nice animation is a bit bad,1
Who else saw the ad trailer before the trailer,1
Did they spoil the movie I can not stand trailers that give us the entire plot we didnt need to know he was still alive expressionlessfaceexpressionlessfaceexpressionlessface,1
Ironic because black people dont have souls m,1
Yep dont waste your time on what makes moneygo do something productive Let others PAY to hear your music PAY to buy your art and PAY to watch your movieswho has to eat anyway It is overrated,1
046 is that max,1
I would much prefer a movie about this guy fully in the real world but you never know it might be really good,2
Lets just say That the main character does not look like a soul its more like a squid Oh thats a hatSHET,1
So Disney and Pixar finally decided to make a black person the lead of a movie but they ended up killing him can you believe that Unbelievable,1
Man itll have been really good if not for that blue thing,1
Not try ing to be racist,1
Disny 2020 what if black people had fleeings,1
The song in the back round is come hang out,1
I hope theres a Toy Story Easter egg in this,1
The fact that this is coming this year makes me whole,1
It doesnt look bad but I dont think it looks nearly as good as Onward,1
looks like a short but its gonna be ana mazing film,2
Jamie Foxx first voice over film  I have to see this,1
If you now ajr like this comment because the ajr song come hang out plays,1
I kinda wish they played Overture longer,1
From the creators of Inside Out and COCO means that  there wont be any sequel to this movie,1
Man this is just inside out Wtf,1
He lOcKs liKE fuCKinG biG SMokE anD morGAn freeMAn HAd a baBY aNd NIck fURY iS tHe TWinN,1
3 chords Not so much soul am I right,1
Dude why have black characters if they wont be black This is why black people hated  Princess and the frog,1
I want to be remembered for the life I lived not the money I madesmilingfacewithhalo,1
everybody get ready to cry because these are the same creators that made up  coco  weve cried durring both those films,1
Me 113,1
Big smoke finally became a actor lol facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
2meatonbonefoxface Pixar films in onemeatonbonefoxface,1
055 oof,1
K,1
The dog caused the poor mans death,1
To me this looks like another great original,2
who here  just watches the trailer just for the music,2
The studio the bright u UP  Coco Inside outMe so Like ever movie that made me cry out,2
And yet another movie with a black protagonist that turns into something undefinable else within 15 minutes of the movie and stays as such until the very end yaaaayLike in The princess and the frog remember,1
This really made me toss my pcI mean what am i doin,1
I hear ajr,1
the motorcycle just hovers over the sewege hole,1
Lol is anybody gonna talk about the shape of his head in the thumbnail though,1
This thing is cringy,0
Pixar Trailers People I wanna see it I wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see itI wanna see it,1
the soundtrack gonna be lit,2
So like did he die or what,1
This movie actually looks sad or is that just me,2
We have a short time on this planet I better find a good place to put a red whool bed to when I respawn,1
You story People have feeling sCars cars have feeling Finding Nemo fish have feelings Inside out girls have feelings Soul black people now have feelings,1
AJR anyone,1
what am i doing YEETS THE FUCKING COMPUTER,1
redheartredheartredheartbeamingfacewithsmilingeyesthumbsupmediumskintone,1
044 my favorite part,2
046When your dog ends up causing the death of a man,1
Yeah but that man was obviously wanting to invest in those stonks,1
Wow,1
Looks like he died,1
I want to street race,1
This looks like its going to be a beautiful film and I cant wait for it to come out next July,2
The protagonist looks like if Mr Potato Head Big Smoke and Steve Harvey all had a baby together rollingonthefloorlaughing,1
sequal his soul falls into a hole as well,1
Pixar 1997 what if toys had feelingsPixar 2006 what If cars had feelingsPixar 2016 what if feelings had feelingsPixar 2020 what if black people had feelings,1
I can imagine Will Smith in this,1
This looks promising,2
I love the song,2
Bro mr Church on the thumbnail,1
AJR overture,1
So he just fell through a well and turned into fluff,1
I feel like Ive been taught a lesson in this trailer,1
Jamie Foxxx aka Electro from the amazing SpiderMan 2,1
Dont waste your time on junk of life thats deep Throws yourself outta the window,0
Ah finally a deep Pixar film Just my kind,2
This dude got like his own movie,1
Whats the characters name The protagonist by the way,1
Me Woah this looks relatable to life very inspirational and an all around good moviePixar FuNnY cOwBoY dAnCe,2
Thats really interesting but looks goooooood,2
The soundtrack sounds glorious,2
im i the only one who read Soul Train instead of Soul Trailer I thought this was Don Cornelius animated biopic,1
What is the song I wanna knowgrinningface,1
He looks like morgan freeman,1
The lalaland we deserve,1
I can wait to see the movie grinningfacebeamingfacewithsmilingeyesmoviecamerathumbsupsparklingheart,2
022 yoo this is a kids movie but are those drugs and energy drinks on the desk,1
Some people dont believe that in the after life you become a ghost or spirit which is still a soul that rises out of your body,1
May I see Carl and Ellie together again please,1
We only have a short time In this planet ok Its time we cry the sht out of ourselves,1
Good to see that big smoke lost weight and has a new movie coming out,1
Who ready for Soul starring Jamie Foxxmusicalkeyboardmusicalnotes,1
facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyclappinghandsclappinghandsOKhand,1
Hahaha personfacepalming,1
Oh wow,2
Love you soul Nice trailers,2
Cowboy dance just killed this for me haha,1
And the dude from Nine Inch Nails delivers a palatable score for this childrens movie,1
I like the message this movie is gonna send suicide prevention,2
Thats a good question which I dont have an answer for ,1
Can we just acknowledge that AJR was in a Pixar commercial,1
Ah they used the overture,1
Finallyyyyy They make something new,2
Beautiful background musicsmilingfacewith3heartssmilingfacewith3heartsPlease tell me name of it,2
Not interested,0
Wait did he die Are we going to watch his soul travel to find peace or is he in a coma and his soul is trying to reach his body OMG thta would be awesome astonishedface,1
The add I just watched was about this movie,1
Awesome another pixar movie,2
Im Joewrites the letter M on the boarduh oh,1
finally a pixar movie that looks good and isnt a sequel,2
Before Inside out afterSoul,1
I dont understand Pixars motives here Deep emotions and death Who was this made for This might be sad or boring to children,0
I am exited to see it in Disney plus,2
Guys try visiting this site to watch the film above or the newest film  dujmmovie3blogspotcomthat website is my subscription place to watch the latest film releases there is also a large selection of films complete with clean picture quality I have also watched the film above this film is very cool uncensoredAmici piuttosto che voi che siete curiosi di vedere il filmato qui sopra dovreste semplicemente guardare il film qui Ho visto il film due volte film molto soddisfacente molto bello alla fine anche non ha deluso molto bello guarda subito il film tutto ci che devi fare  fare clic sul link sopra e scegliere il film che vuoi guardare,1
So people in a coma are just people who didnt go into the great beyond,1
048 WE GOT A WALL HACKER BOIS,1
So that were you been Coma for a year on adventures,1
Is it just me or are Pixar movies done,0
firefirefirefire  107 heartwitharrowfire   backhandindexpointingdownbackhandindexpointingdownbackhandindexpointingdownblueheart,1
this trailer looks beautiful a Disney movie that im truly looking forward to,2
redheartI Love Trailer Soul Look Beautiful  Amazing to Watching,2
This is so different then other Pixar movies,1
Best trailer nice adventure,2
The NEW Trailer is here winkingface  httpsyoutube2gS1CoS8AVA,1
This movie actually gives me hopes on life,2
Is no one is gonna talk about the GIRL LOLfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoyrollingonthefloorlaughing,1
Holy Shit thats AJR,1
if everyone was a musician humanity would starve and die,1
Who will gonna cry again,1
Heres a jokeIts Coco with americans,1
overture being in this movie makes me want to watch it even more loudlycryingfaceloudlycryingface where my ajr fans at,2
Im not sure if I like it,0
The song said damn real loud and you did not censor it OKhandOKhand,1
You want to become the person you was born to be Dont waste all your time on junk of life What am I doing CRASH,1
No one the motor cycle passed the hole and didnt fell,1
I really hope ppl dont start turning against and hating on Onward after seeing Soul I mean dont get me wrong Soul like a great movie but IMO Onward was just as great as much as Soul will be Also I dont really compare I just enjoy these kind of films for what they are,1
Go live your dream,1
Cooooool,1
115 magically gains legs,1
Why is everyone hating on this movie Other than the cowboy dance part it genuinely looks like an amazingly good film Plus it chose AJR as its trailer song so you know its gotta be good,2
This is replacing Gigantic ImStrangely okay with thisPlease dont suck Soul,1
kinemaster,1
AJR GOT A BREAK HECK YEA,1
They used AJRs Overture AAAAAAA I love it,1
People who dislike this trailer is racist angryface,1
Black Pixar movie  Wow  And the Black guy still dies at the beginningfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyloudlycryingfaceloudlycryingfaceloudlycryingfaceclappinghandsclappinghandsclappinghands,1
114 me when I win a game of fortnite,1
Ajr,1
Please say they remove that stupid dance part,1
I love the song its overture by AJR,2
A black person falls in a hole and the hole takes him to an alternate universe,1
WHY IS NOBODY TALKING ABOUT 114,1
Still waiting for a bugs Life 2,1
AJR,1
It wasnt the fall that killed himit was the sudden alligator at the end,1
Honestly wanted to see this movie when I first saw the trailer Not sure why other people arent interested in it Theres nothing you can do about what theyve already made so just try and see it differently Also because more movies will be coming out so theres plenty of time to see something to your exact liking ,2
AHHHH COME HANG OUTYESSSSSOverture is the name of the song at the beginning by AJR,1
Wait if this movie is about souls and its called Soul then why isnt Inside Out called Emotions,1
Movie starts black man init dies,1
I literally just got an ad if the trailer I was gonna watch,1
Seeing my boys get their music in a movie trailer was nice  love me some AJR,1
So what what would you want to be remembered forProbably for The giant enemy spiderGreat,1
110 me 2,1
022 teaching kids how to play GTA 5,1
Why was he even looking UP,1
Everybody gangsta till he turned into a blob,1
I am so excited to see this I want more black cartoons I cannot wait,2
1 he doesnt die im pre sure hes just in a coma2 stop complaining that hes blue this is showing people that we are all the same on the inside regardless of race,1
AJR is always a yes,1
No one pulls a lot out of a little like Pixar does I have no doubt this will be another classic,1
It was ok up until they turned into jelly babies,1
When is this masterpiece coming to the screen,2
I wonder it go to be a flop just like onward,0
First 50 seconds of the trailer Mature themes great looking plot noice Second 50 seconds THE HOLLYWOOD MACHINE HAS STRUCK AGAIN,2
I hope Pixar does more movies about animals,1
I love the AJR song in it so excited for this,2
I was just wandering how didnt motor fall on the holefacewithtearsofjoy,1
Alternative title Inside out 2,1
How the fuck was there a manhole the scooter went right through that path,1
Me watching the first 50 seconds THERE IS A ANIMATED MOVE ABOUT JAZZ YASSSMe watching the rest Oh Nevermind IM STILL GOING TO LOVE IT,1
AJR,1
First part looked amazing,2
Mmmm looks like they did the instruments the best for accuracy mmmmmm I like,2
he could just wake up in the hospital at the end one BIG Dream,1
Ajr has enter the chat,1
What is that on 22s chest,1
116 me during recess,1
I dont like the animation and the souls,0
023 I wish I could quit my job at Banan Alice like this Banan Alice eXcUsE mE    ,1
they used AJR,1
Only watched for the AJR music,1
A nonbiblical type of soul which literally is pagan concept An energy type that barely have image but is totally different from its body not having a nose neither ears nor hair Just making some figure variances for distinction  But it certainly has No real GOD nor angels just the wandering and the damned souls A pagan view of spirituality especifically norse type of spirituality a puny speck of talkingenergy figure The norwegian pagan cult promotes that souls are speck fragments of energy or gloomy ball or cluster of luminal speck or light,1
When does this come out it looks so goodsmilingfacewith3heartssmilingfacewith3hearts,2
Why do the black characters never stay human for long in these movies,1
so a moped drives straight over an open manhole,1
any one from ajr,1
Looked interesting till the lead became a ugly generic animated character with the sole purpose of selling merchandise,0
Appreciate the ajr,1
They forgot is a creator of princess and the frog,1
027shes not holding the trombone correctly,1
Yo this looks amazing The music alone smilingfacewithhearteyes omg Im so excited,1
A J R PEOPLE GO LOOK EM UP,1
The funny cowboy dance worries me,0
Honestly with all those deep quotes I think my life has been changed already by this movie Looking forward to it,2
haha funny cartoon character do funny random dance for no reason so funny Im literally dying with laughter hahahahah,1
Disney just keeps getting creepier,0
This movie gives me chills of excitement,2
The animation literally takes my breath away stunningly beautiful,2
AJR  Overture,1
I thought this was some MLK Malcolm X Duke Ellington Louis Armstrong kinda thing,1
046 he drives over the pothole,1
So its like Inside out,1
God the music in this is awesome,2
Im so proud of AJR Their music will be on the big screen,2
Who else can hear AJR in the backround,1
045 looks like max from secret life of pets,1
i love that movie,2
you had me in the first half not ganna lie thought i was ganna get a movie about music and culture and you just straight up kill him hes dead gone hes also blue now,1
The beginning was the best part,2
can we just talk about the fact his hat is a part of his soul,1
gemstonepickjoystickchildteddybearteddybearteddybearbabydarkskintoneteddybear110pickgemstonejoystickchildteddybear Its the first voice of Onion from Apple and Onionleafygreenturtlebabydarkskintoneteddybearchildteddybearredapplegreenapple,1
looks excellent,2
This trailer got me at Jamie Foxx,1
is the movie out allready  cant find nowhere to download it  would like for some advice or help  and help ,1
You can hide the truth in plain sight,1
I think the new release date isSoul  December 18 2020Greyhound  July 31 2020                                     Morbius  October 30 2020,1
109 does that voice sound familiar to you,1
In Loving Memory Of John Conyers Jr 19292019,1
SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4321 440 PM Jayson We are in week 6321 440 PM Jayson Next week321 440 PM Jayson We are in week 6321 440 PM Jayson Next week321 440 PM Jayson We are in week 6321 440 PM Jayson Next week321 440 PM Jayson We are in week 6321 440 PM Jayson Next week321 440 PM Jayson We are in week 6321 440 PM Jayson Next week321 440 PM Jayson We are in week 6321 440 PM Jayson Next weekSOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4SOME BRAND NEW NEWS EPIC SAID THAT WE WILL BE GETTING DEADPOOL AT WEEK 7 so we are at week 6 2 days so yeah get ready if anyone want me to help them add JRGAM1NG on ps4,1
We need a Pixar movie about Christmas Elves,1
Im looking forward to this one,2
No worriescoronavirus will help you with the count,1
Is all this living really worth dying for Ohhh boy this ones gonna be deep,1
Yes Can you do please Elf 2 Buddy Saves Christmas  Will Ferrell  Trailer,1
Why do these little characters look like Sour Gummy Worms I just wanna bite off of themfacesavoringfood,1
Someone at Pixar wants to die,0
Before watching the full trailer I actually thought it was a sort of inside out sequel,1
I cant wait I want to see it,2
Super simple way to explain what its like to be trans to children and teens Some days too Wrong body matched to soul,1
i just saw a LSD trip,1
Joes mama must be a great musician,1
Jewish women LOVE BBC,1
Oh good another Pixar movie to make me cry until Im almost sick,1
I am already crying I think it will be perfect Or I really hope so,1
110 WHOS THE VOICE ,1
I cant wait to see this movie in theaters,2
Its beautiful,2
Probably the animation for ghosts was inside outs idea and the animation and smiles were form coco,1
109 Who else heard Onion from Apple and Onion,1
131 but you can hear and see,1
137 wow put some effort atleast,1
ERMAC The Movie,1
110 I dont wanna go to EarthRelatable,1
Reminds me of Delivering Milo,1
Whos joeJOE MAMA,1
I presume 22 wants no involvement on going to Earth because she probably did something in life that was shameful and was humiliated as a result,1
Im ready to cry,1
Disney Pixar soul is a prequel to inside out,1
Its weird that a multi billion dollar company released a trailer for a movie about souls and heaven and hell and reincarnation while a lot of people will die in a short space of time I guess it will help kids cope when there parents pass on,1
109 is that the voice of Onion in Apple  Onion,1
Just wanted to be the 700th person to commentsmilingfacewithsunglasses,1
This is so beautiful The concepts the animations music the warmth I love they make this stuff for kids Death should not be this dreadful experience I wish I watched a movie like this when I was a kid I was always so scared Plus almost every near death experience testimony is so similar to this representation Lovely,2
Looks amazing I miss Pixar It is an incredible experience there I like the reactions in the comments ,2
Now this looks likea real pixar moviegrinningsquintingface,2
Listen I see Tina Fey I watch  good or bad Its freaking TINA FEY,1
Love ittwohearts,2
Feel like I watched the whole movie lol,1
This will be a good movie I wish it creates some sense of consciousness about life in everyones mind grinningfacewithsmilingeyes,2
Inside out was such a great movie I cant wait for this to come out thumbsupmediumdarkskintone,2
Well this brings up several philosophical questions,1
This remindes me of Inside Out,1
Pixars graphic has become so realistic that its actually scary,2
This looks too familiar,2
Coronavirus says to delay it,1
The great beyond is nice Lots of green and blue,1
Pixars remake of End of Evangelion looks great,1
Wait is Pixar making an Isekai,1
This cartoon allows us to imagine the other worldwhich we sometimes want to see,1
Yeah I saw that in the street it was a deep hole not covered and I thought how suicidal am I right now To just pretend its not there and just falland then theres this movie facewithtearsofjoy death on hold facewithtearsofjoy,1
I can literally tell Im going to cry so hazard when watching this loudlycryingfaceloudlycryingfaceloudlycryingface,2
This looks absolutely great,2
Pixar lets make a movie about death The crew YES thats what we wanted,2
109 Mr Pickles,1
110 Whos voice is that,1
Kids after watching thisDying is funAdultsgrinningfacewithsweatfacewithoutmouth,1
Everyone see  soul Me  big smoke,1
A movie I can somewhat correlate with,2
Next Pixar moviesCutleries Frying PansLiving roomsHouses story of four houses next to each otherRoadsBicycles MotorcyclesCars wait its done alreadyPlanes wait this one tooCranes this hasnt Graves oh thats an amazing concept A story to dozen of graves next to each otherParksThings in a parkApartmentsMoviesGamesJesus thats Pixar,1
he about to wake up with a nice paycheck from the city,1
What if cara have feelingswhat if planes have feelingswhat if emotions have feelingswhat if soul have feelings,1
I was thinking what is this inside out And then it says from the makers of inside out so I then I was like ah ok,1
Initially I thought it was titled Soul Train and I got pretty excited Now Im disappointed AND pissed off theres a Disney movie attempting to teach death to the kids Of course its a lot better than any other premise theyve come up with in decades,0
THIS REMINDS ME OF INSIDEOUT ALOTTTT,1
Hey my name is Riley I like hockey and I just moved to San Francisco,1
Looking at this from just a purely visual perspective this movie looks like it will be amazing However I will admit that with all these super realistic visually rendered movies Im kind of disappointed with how they always go with such exaggerated character designs I mean like I know theyre probably trying to maintain somewhat of a unique aesthetic however I do think it would be cool to see something like this with more accurate porportions Not holding this against the movie in anyway still a great looking film overall,2
Secret sequel to Inside Out,1
I cant wait to do LSD and go watch this movie Like a responsible adult,1
a pixar movie about jazz Im so down,2
Another Coco movie Geez,1
The trailer looks great This will either be a hit or miss movie,2
What is the song that starts when the protag starts to fall down,1
Regular show already did this,1
I was skeptical at first but this trailer gave me more hope for the film,2
Funny how this movie is coming out Right when Covid19 is a big thing,1
So it looks like Pixar has embraced the Mormon lie of preexistance This is a very unbiblical teaching of human souls existing in heaven before being born on earth The Bible tells a much different story Psalm 1391316 NKJVFor You formed my inward parts You covered me in my mothers womb 14 I will praise You for I am fearfully and wonderfully made Marvelous are Your works And that my soul knows very well 15 My frame was not hidden from You When I was made in secret And skillfully wrought in the lowest parts of the earth 16 Your eyes saw my substance being yet unformed And in Your book they all were written The days fashioned for me When as yet there were none of them,1
No hell,0
God worshippers rejoice,1
Winner Oscars 2021 Animated Film SOUL,1
Nope,0
Finally something original from Disney,2
This feels more like a Pixar movie than Onward Onward feels like it could have been a Dreamworks movie but almost all Pixar movies tackle mature material WallE Finding NemoDory Inside Out etc,2
So big smoke have been reincarnated,1
The understanding before souls be a human,1
Is that Angela Bassett at 027 and Richard Ayoade at 109,1
